"County, State",Type,Value
"Oneida, ID",Political,0.6513539651837524
"Owyhee, ID",Political,0.6270063694267516
"Payette, ID",Political,0.5723805147058824
"Power, ID",Political,0.35061638868745465
"Shoshone, ID",Political,0.3736328125
"Teton, ID",Political,0.001607717041800643
"Twin Falls, ID",Political,0.4550779942424851
"Valley, ID",Political,0.1856421761076837
"Washington, ID",Political,0.5627384960718294
"Adams, IL",Political,0.4730368376576633
"Alexander, IL",Political,0.08222066057624737
"Bond, IL",Political,0.3745019920318725
"Boone, IL",Political,0.14329811747315335
"Brown, IL",Political,0.5548549810844893
"Bureau, IL",Political,0.1962464546496892
"Calhoun, IL",Political,0.38195254764683
"Carroll, IL",Political,0.2668905305574211
"Cass, IL",Political,0.31128024980484004
"Champaign, IL",Political,-0.18301174313528606
"Christian, IL",Political,0.4237660909502555
"Clark, IL",Political,0.4723763874873865
"Clay, IL",Political,0.6300787401574803
"Clinton, IL",Political,0.4860784201159653
"Coles, IL",Political,0.2604400128070256
"Cook, IL",Political,-0.5367603764450817
"Crawford, IL",Political,0.490948670944088
"Cumberland, IL",Political,0.5703251302317226
"DeKalb, IL",Political,-0.03153669724770642
"De Witt, IL",Political,0.4198594723584781
"Douglas, IL",Political,0.4589301016036234
"DuPage, IL",Political,-0.14508278350347156
"Edgar, IL",Political,0.4892671154578941
"Edwards, IL",Political,0.7003286525246489
"Effingham, IL",Political,0.5992390254983248
"Fayette, IL",Political,0.5793427230046948
"Ford, IL",Political,0.4793621013133208
"Franklin, IL",Political,0.4483458927903372
"Fulton, IL",Political,0.14933215167436856
"Gallatin, IL",Political,0.4746952345770225
"Greene, IL",Political,0.5264100268576545
"Grundy, IL",Political,0.2319146189267117
"Hamilton, IL",Political,0.5770523283725396
"Hancock, IL",Political,0.4704528012279355
"Hardin, IL",Political,0.5740223463687151
"Henderson, IL",Political,0.2842524161455373
"Henry, IL",Political,0.20752343464675568
"Iroquois, IL",Political,0.5546540110226577
"Jackson, IL",Political,-0.03213226632002275
"Jasper, IL",Political,0.5940420560747663
"Jefferson, IL",Political,0.4276722160127066
"Jersey, IL",Political,0.4611955236102265
"Jo Daviess, IL",Political,0.1463737427210164
"Johnson, IL",Political,0.5759566431269503
"Kane, IL",Political,-0.1050152021433517
"Kankakee, IL",Political,0.13017651411055914
"Kendall, IL",Political,0.0014406795517054275
"Knox, IL",Political,0.029402508654408133
"Lake, IL",Political,-0.20205587770163416
"LaSalle, IL",Political,0.14365840419757553
"Lawrence, IL",Political,0.5301936330817197
"Lee, IL",Political,0.1991090451288011
"Livingston, IL",Political,0.40506909424323795
"Logan, IL",Political,0.39254898798484006
"McDonough, IL",Political,0.11510846318362356
"McHenry, IL",Political,0.07625396825396825
"McLean, IL",Political,0.01303939374960857
"Macon, IL",Political,0.17734082397003745
"Macoupin, IL",Political,0.3413685152057245
"Madison, IL",Political,0.15288948294271734
"Marion, IL",Political,0.4386786927492093
"Marshall, IL",Political,0.3335561497326203
"Mason, IL",Political,0.3151403021893309
"Massac, IL",Political,0.4919946131976658
"Menard, IL",Political,0.3705295471987721
"Mercer, IL",Political,0.20363636363636364
"Monroe, IL",Political,0.3665392166993903
"Montgomery, IL",Political,0.3949761134227154
"Morgan, IL",Political,0.2959459459459459
"Moultrie, IL",Political,0.4733407607830654
"Ogle, IL",Political,0.2604885710742777
"Peoria, IL",Political,-0.03091601594843509
"Perry, IL",Political,0.4458540546026591
"Piatt, IL",Political,0.331816163410302
"Pike, IL",Political,0.5764940239043824
"Pope, IL",Political,0.6083099906629318
"Pulaski, IL",Political,0.2606946983546618
"Putnam, IL",Political,0.1992928318868531
"Randolph, IL",Political,0.4638579681555587
"Richland, IL",Political,0.5407339927121291
"Rock Island, IL",Political,-0.08282026439978749
"St. Clair, IL",Political,-0.057215126886714214
"Saline, IL",Political,0.5010541110330288
"Sangamon, IL",Political,0.091864637654641
"Schuyler, IL",Political,0.3785266457680251
"Scott, IL",Political,0.5486963190184049
"Shelby, IL",Political,0.5396003633060854
"Stark, IL",Political,0.3744075829383886
"Stephenson, IL",Political,0.1629553163250258
"Tazewell, IL",Political,0.2798447204968944
"Union, IL",Political,0.3968607239076959
"Vermilion, IL",Political,0.2959764474975466
"Wabash, IL",Political,0.5300146412884333
"Warren, IL",Political,0.16498014602280006
"Washington, IL",Political,0.5551366635249765
"Wayne, IL",Political,0.7164992131703184
"White, IL",Political,0.576414451261077
"Whiteside, IL",Political,0.06176217653037293
"Will, IL",Political,-0.06383098928561934
"Williamson, IL",Political,0.4077922893381891
"Winnebago, IL",Political,-0.0007518415895113875
"Woodford, IL",Political,0.40852799033427306
"Adams, IN",Political,0.5227654698242934
"Allen, IN",Political,0.1940232572364531
"Bartholomew, IN",Political,0.3323791935980301
"Benton, IN",Political,0.4689034369885434
"Blackford, IN",Political,0.43542054143418063
"Boone, IN",Political,0.29439368512648395
"Brown, IN",Political,0.3144115796098175
"Carroll, IN",Political,0.5068841837325003
"Cass, IN",Political,0.4181856569779717
"Clark, IN",Political,0.2195045652726455
"Clay, IN",Political,0.551763871653962
"Clinton, IN",Political,0.4785522788203753
"Crawford, IN",Political,0.3683866753755715
"Daviess, IN",Political,0.6263930163447251
"Dearborn, IN",Political,0.5515487555759371
"Decatur, IN",Political,0.5723914801833379
"DeKalb, IN",Political,0.4799432019879305
"Delaware, IN",Political,0.13540766349755115
"Dubois, IN",Political,0.39911929543634905
"Elkhart, IN",Political,0.32191071156483314
"Fayette, IN",Political,0.4813221406086044
"Floyd, IN",Political,0.20005344021376084
"Fountain, IN",Political,0.5587293112653497
"Franklin, IN",Political,0.6083719240897122
"Fulton, IN",Political,0.4836398375925484
"Gibson, IN",Political,0.4753293722552312
"Grant, IN",Political,0.3949905183312263
"Greene, IN",Political,0.5324251865806826
"Hamilton, IN",Political,0.19539596514884347
"Hancock, IN",Political,0.44691965396202427
"Harrison, IN",Political,0.4397025541545425
"Hendricks, IN",Political,0.34062123638481184
"Henry, IN",Political,0.4351773753411064
"Howard, IN",Political,0.33819178677089273
"Huntington, IN",Political,0.5075733964969146
"Jackson, IN",Political,0.5130598076594776
"Jasper, IN",Political,0.4524592614740619
"Jay, IN",Political,0.4768344603055346
"Jefferson, IN",Political,0.3115770821027761
"Jennings, IN",Political,0.525560538116592
"Johnson, IN",Political,0.4231278195488722
"Knox, IN",Political,0.4708043310131477
"Kosciusko, IN",Political,0.549245729958858
"LaGrange, IN",Political,0.5169349780472506
"Lake, IN",Political,-0.20531298923983
"LaPorte, IN",Political,0.06391168727739309
"Lawrence, IN",Political,0.5130012531328321
"Madison, IN",Political,0.25563449516778275
"Marion, IN",Political,-0.22777422096629985
"Marshall, IN",Political,0.4142240902555027
"Martin, IN",Political,0.5855687253067166
"Miami, IN",Political,0.534712950600801
"Monroe, IN",Political,-0.23307215930475245
"Montgomery, IN",Political,0.5078516759039324
"Morgan, IN",Political,0.5637468030690537
"Newton, IN",Political,0.4612597066436584
"Noble, IN",Political,0.4910597986974541
"Ohio, IN",Political,0.4902430674426566
"Orange, IN",Political,0.4583740234375
"Owen, IN",Political,0.4916442678508823
"Parke, IN",Political,0.5199027651169857
"Perry, IN",Political,0.1854748603351956
"Pike, IN",Political,0.5188221515810607
"Porter, IN",Political,0.0667962171265708
"Posey, IN",Political,0.3916740194112457
"Pulaski, IN",Political,0.46290529400989205
"Putnam, IN",Political,0.4948012232415902
"Randolph, IN",Political,0.4848919487473705
"Ripley, IN",Political,0.572599531615925
"Rush, IN",Political,0.5221790962018298
"St. Joseph, IN",Political,-0.002098855169907323
"Scott, IN",Political,0.3771014174266564
"Shelby, IN",Political,0.4707680337890408
"Spencer, IN",Political,0.3718809499949895
"Starke, IN",Political,0.4203338391502276
"Steuben, IN",Political,0.4386241933269257
"Sullivan, IN",Political,0.4702652178992873
"Switzerland, IN",Political,0.4401189510678562
"Tippecanoe, IN",Political,0.055762616971926734
"Tipton, IN",Political,0.5328894806924102
"Union, IN",Political,0.5256760862959586
"Vanderburgh, IN",Political,0.16503234170493886
"Vermillion, IN",Political,0.3504827784983427
"Vigo, IN",Political,0.15083630518860816
"Wabash, IN",Political,0.5051232551232552
"Warren, IN",Political,0.5239185750636133
"Warrick, IN",Political,0.3388759336239819
"Washington, IN",Political,0.4896327534703919
"Wayne, IN",Political,0.3012627546033856
"Wells, IN",Political,0.5626848691695108
"White, IN",Political,0.4280314334029643
"Whitley, IN",Political,0.510721372335659
"Adair, IA",Political,0.3484649698241931
"Adams, IA",Political,0.39411206077872746
"Allamakee, IA",Political,0.2415137945977177
"Appanoose, IA",Political,0.3616362451108214
"Audubon, IA",Political,0.3094958968347011
"Benton, IA",Political,0.2567177116440335
"Black Hawk, IA",Political,-0.073860725098983
"Boone, IA",Political,0.13686954071569454
"Bremer, IA",Political,0.13680011818584725
"Buchanan, IA",Political,0.15021459227467812
"Buena Vista, IA",Political,0.2472819521623581
"Butler, IA",Political,0.36789564754425663
"Calhoun, IA",Political,0.4012405504942818
"Carroll, IA",Political,0.31572458270106224
"Cass, IA",Political,0.3943859649122807
"Cedar, IA",Political,0.17775914474373755
"Cerro Gordo, IA",Political,0.07659481820161115
"Cherokee, IA",Political,0.4015659955257271
"Chickasaw, IA",Political,0.2293706293706293
"Clarke, IA",Political,0.2801975752132914
"Clay, IA",Political,0.4210282000696298
"Clayton, IA",Political,0.22784532807536426
"Clinton, IA",Political,0.05119868209996965
"Crawford, IA",Political,0.3786589762076424
"Dallas, IA",Political,0.09510613824113773
"Davis, IA",Political,0.4497681607418856
"Decatur, IA",Political,0.2932512051419389
"Delaware, IA",Political,0.29618006709230604
"Des Moines, IA",Political,0.06894205098675599
"Dickinson, IA",Political,0.3570600734015839
"Dubuque, IA",Political,0.012268457995615534
"Emmet, IA",Political,0.3717652009257311
"Fayette, IA",Political,0.19358395989974936
"Floyd, IA",Political,0.14838709677419354
"Franklin, IA",Political,0.3361513687600644
"Fremont, IA",Political,0.4016689847009736
"Greene, IA",Political,0.23418377929890066
"Grundy, IA",Political,0.3886786961583236
"Guthrie, IA",Political,0.3297391304347826
"Hamilton, IA",Political,0.2257603327268001
"Hancock, IA",Political,0.4070856753534321
"Hardin, IA",Political,0.2891128559709364
"Harrison, IA",Political,0.371198928332217
"Henry, IA",Political,0.30572096980008506
"Howard, IA",Political,0.20486948892300946
"Humboldt, IA",Political,0.4552781600157264
"Ida, IA",Political,0.5157807308970099
"Iowa, IA",Political,0.2382075471698113
"Jackson, IA",Political,0.19272550921435505
"Jasper, IA",Political,0.1813071346012399
"Jefferson, IA",Political,0.004659146640510054
"Johnson, IA",Political,-0.37894463218092017
"Jones, IA",Political,0.19076285404125126
"Keokuk, IA",Political,0.4108324974924774
"Kossuth, IA",Political,0.3613337980713373
"Lee, IA",Political,0.16023775617608818
"Linn, IA",Political,-0.09005277630702488
"Louisa, IA",Political,0.2837460063897764
"Lucas, IA",Political,0.3762057877813505
"Lyon, IA",Political,0.6699074800062725
"Madison, IA",Political,0.3105604446503011
"Mahaska, IA",Political,0.4526899924755455
"Marion, IA",Political,0.3075886843286933
"Marshall, IA",Political,0.08309232480533926
"Mills, IA",Political,0.3867238243699662
"Mitchell, IA",Political,0.24035443972678605
"Monona, IA",Political,0.4096675415573053
"Monroe, IA",Political,0.4093143596377749
"Montgomery, IA",Political,0.4206978588421888
"Muscatine, IA",Political,0.06257075228980137
"O'Brien, IA",Political,0.5991088306778288
"Osceola, IA",Political,0.6159352629940865
"Page, IA",Political,0.4381033503691085
"Palo Alto, IA",Political,0.35785668722092284
"Plymouth, IA",Political,0.5151630022744503
"Pocahontas, IA",Political,0.4499353169469599
"Polk, IA",Political,-0.1136317505560234
"Pottawattamie, IA",Political,0.21302717900656049
"Poweshiek, IA",Political,0.06529034882538391
"Ringgold, IA",Political,0.3956409309198375
"Sac, IA",Political,0.4668073676132003
"Scott, IA",Political,-0.014973324054743681
"Shelby, IA",Political,0.423861852433281
"Sioux, IA",Political,0.6862152357920194
"Story, IA",Political,-0.12337418832770836
"Tama, IA",Political,0.2028107861060329
"Taylor, IA",Political,0.4466820732915153
"Union, IA",Political,0.2748628257887517
"Van Buren, IA",Political,0.4723392305532154
"Wapello, IA",Political,0.20602019935309265
"Warren, IA",Political,0.16128205128205128
"Washington, IA",Political,0.2040442858449996
"Wayne, IA",Political,0.4591836734693878
"Webster, IA",Political,0.21520367183017786
"Winnebago, IA",Political,0.2619664765854501
"Winneshiek, IA",Political,0.007921140644252773
"Woodbury, IA",Political,0.19481678027357152
"Worth, IA",Political,0.21681935635424007
"Wright, IA",Political,0.3159641553269167
"Allen, KS",Political,0.40667400073340665
"Anderson, KS",Political,0.5262686567164179
"Atchison, KS",Political,0.3133079847908745
"Barber, KS",Political,0.69449378330373
"Barton, KS",Political,0.5890544356802025
"Bourbon, KS",Political,0.5068110946988347
"Brown, KS",Political,0.5061942517343905
"Butler, KS",Political,0.4519651444480602
"Chase, KS",Political,0.4769905040175311
"Chautauqua, KS",Political,0.7015530047265361
"Cherokee, KS",Political,0.4845707656612529
"Cheyenne, KS",Political,0.7050461975835111
"Clark, KS",Political,0.7014925373134329
"Clay, KS",Political,0.5795811518324607
"Cloud, KS",Political,0.5491094147582697
"Coffey, KS",Political,0.5710422812192724
"Comanche, KS",Political,0.7070357554786619
"Cowley, KS",Political,0.37390064178749705
"Crawford, KS",Political,0.2300047008260023
"Decatur, KS",Political,0.7107438016528925
"Dickinson, KS",Political,0.53836784409257
"Doniphan, KS",Political,0.5976909413854352
"Douglas, KS",Political,-0.3295665541956995
"Edwards, KS",Political,0.6254738438210766
"Elk, KS",Political,0.7053216838760922
"Ellis, KS",Political,0.4791160960910689
"Ellsworth, KS",Political,0.5405001866368048
"Finney, KS",Political,0.3105620631951964
"Ford, KS",Political,0.3841668826120757
"Franklin, KS",Political,0.3915184678522572
"Geary, KS",Political,0.2068230277185501
"Gove, KS",Political,0.7379002233804914
"Graham, KS",Political,0.6518691588785047
"Grant, KS",Political,0.5705316031812474
"Gray, KS",Political,0.6945788964181994
"Greeley, KS",Political,0.6938461538461539
"Greenwood, KS",Political,0.5897887323943662
"Hamilton, KS",Political,0.6666666666666666
"Harper, KS",Political,0.6217998448409621
"Harvey, KS",Political,0.2413515687851971
"Haskell, KS",Political,0.5871491875923189
"Hodgeman, KS",Political,0.7187807276302851
"Jackson, KS",Political,0.4171536610519079
"Jefferson, KS",Political,0.3232577665827036
"Jewell, KS",Political,0.6981258366800536
"Johnson, KS",Political,0.026329759729739048
"Kearny, KS",Political,0.6846504559270516
"Kingman, KS",Political,0.5791841631673665
"Kiowa, KS",Political,0.7284522706209453
"Labette, KS",Political,0.3754779819908721
"Lane, KS",Political,0.7026406429391504
"Leavenworth, KS",Political,0.2451734266195835
"Lincoln, KS",Political,0.6584699453551912
"Linn, KS",Political,0.6207363903320533
"Logan, KS",Political,0.7243920412675019
"Lyon, KS",Political,0.15486653645833334
"McPherson, KS",Political,0.417752315178151
"Marion, KS",Political,0.4976884779516358
"Marshall, KS",Political,0.4782794778514873
"Meade, KS",Political,0.7005813953488372
"Miami, KS",Political,0.4002130209026761
"Mitchell, KS",Political,0.6223657375934738
"Montgomery, KS",Political,0.5033322225924691
"Morris, KS",Political,0.4645579268292683
"Morton, KS",Political,0.7114093959731543
"Nemaha, KS",Political,0.6636079656384225
"Neosho, KS",Political,0.4640481469749762
"Ness, KS",Political,0.7331499312242091
"Norton, KS",Political,0.6978513876454789
