Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Number of Completed Surveys,Start Date,End Date,Location,Nurse Communication,Doctor Communication,Staff Responsiveness,Communication About Medicines,Discharge Information,Care Transition,Cleanliness,Quietness,Overall Hospital Rating,Recommend Hospital,Payment for heart attack patients,Payment for heart failure patients,Payment for pneumonia patients,Payment for hip/knee replacement patients,Value of care for heart attack patients,Value of care for heart failure patients,Value of care for pneumonia patients,Value of care for hip/knee replacement patients
330166.0,"Westfield Memorial Hospital, Inc",189 EAST MAIN STREET,Westfield,NY,14787,Chautauqua,(716) 326-4921,Not Available,01/01/2018,12/31/2018,"189 EAST MAIN STREET WESTFIELD, NY 14787 (42.327901, -79.569397)",,,,,,,,,,,Not Available,Not Available,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Available
330167.0,Nyu Winthrop Hospital,259 FIRST STREET,Mineola,NY,11501,Nassau,(516) 663-0333,897,01/01/2018,12/31/2018,"259 FIRST STREET MINEOLA, NY 11501 (40.741648, -73.643532)",93.0,91.0,84.0,79.0,84.0,81.0,89.0,73.0,88.0,89.0,No Different Than the National Average Payment,Greater Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Better Mortality and Average Payment,Better Mortality and Higher Payment,Better Mortality and Average Payment,Average Complications and Average Payment
330169.0,Mount Sinai Beth Israel,FIRST AVENUE AT 16TH STREET,New York,NY,10003,New York,(212) 420-2000,306,01/01/2018,12/31/2018,"FIRST AVENUE AT 16TH STREET NEW YORK, NY 10003 (40.732665, -73.9816)",90.0,91.0,79.0,70.0,83.0,78.0,87.0,75.0,85.0,85.0,No Different Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,Average Mortality and Average Payment,Better Mortality and Higher Payment,Average Mortality and Higher Payment,Average Complications and Higher Payment
330175.0,"Cortland Regional Medical Center, Inc",134 HOMER AVENUE,Cortland,NY,13045,Cortland,(607) 756-3501,458,01/01/2018,12/31/2018,"134 HOMER AVENUE CORTLAND, NY 13045 (42.608997, -76.186117)",89.0,88.0,83.0,69.0,83.0,77.0,89.0,73.0,83.0,79.0,Number of Cases Too Small,No Different Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Not Available,Average Mortality and Average Payment,Better Mortality and Lower Payment,Average Complications and Average Payment
330180.0,Samaritan Hospital,2215 BURDETT AVENUE,Troy,NY,12180,Rensselaer,(518) 427-3402,1971,01/01/2018,12/31/2018,"2215 BURDETT AVENUE TROY, NY 12180 (42.733395, -73.671434)",90.0,89.0,81.0,74.0,87.0,78.0,83.0,77.0,84.0,82.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Worse Mortality and Average Payment,Average Complications and Average Payment
330181.0,Glen Cove Hospital,101 ST ANDREWS LANE,Glen Cove,NY,11542,Nassau,(516) 674-7300,480,01/01/2018,12/31/2018,"101 ST ANDREWS LANE GLEN COVE, NY 11542",91.0,92.0,82.0,80.0,81.0,81.0,92.0,79.0,89.0,87.0,No Different Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,Not Available,Average Mortality and Average Payment,Average Mortality and Higher Payment,Average Mortality and Higher Payment,Not Available
330182.0,"St Francis Hospital, Roslyn",100 PORT WASHINGTON BOULEVARD,Roslyn,NY,11576,Nassau,(516) 562-6000,1946,01/01/2018,12/31/2018,"100 PORT WASHINGTON BOULEVARD ROSLYN, NY 11576 (40.804505, -73.672669)",95.0,93.0,88.0,81.0,88.0,85.0,90.0,79.0,94.0,95.0,Greater Than the National Average Payment,Greater Than the National Average Payment,Less Than the National Average Payment,Greater Than the National Average Payment,Average Mortality and Higher Payment,Better Mortality and Higher Payment,Better Mortality and Lower Payment,Average Complications and Higher Payment
330184.0,Montefiore New Rochelle Hospital,16 GUION PLACE,New Rochelle,NY,10802,Westchester,(914) 632-5000,431,01/01/2018,12/31/2018,"16 GUION PLACE NEW ROCHELLE, NY 10802 (40.912968, -73.786997)",88.0,90.0,79.0,71.0,82.0,77.0,83.0,76.0,80.0,77.0,Greater Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Higher Payment,Average Mortality and Average Payment,Average Mortality and Higher Payment,Average Complications and Average Payment
330185.0,John T Mather Memorial Hospital  Of Port Jefferson,75 NORTH COUNTRY ROAD,Port Jefferson,NY,11777,Suffolk,(631) 473-1320,622,01/01/2018,12/31/2018,"75 NORTH COUNTRY ROAD PORT JEFFERSON, NY 11777 (40.938249, -73.052951)",91.0,90.0,87.0,77.0,91.0,81.0,90.0,76.0,89.0,90.0,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Better Mortality and Lower Payment,Average Complications and Average Payment
330188.0,Mount St Mary'S Hospital And  Health Center,5300 MILITARY ROAD,Lewiston,NY,14092,Niagara,(716) 297-4800,539,01/01/2018,12/31/2018,"5300 MILITARY ROAD LEWISTON, NY 14092 (43.154652, -79.030462)",89.0,88.0,80.0,72.0,87.0,80.0,83.0,76.0,83.0,81.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Average Payment
330191.0,Glens Falls Hospital,100 PARK STREET,Glens Falls,NY,12801,Warren,(518) 926-1000,2026,01/01/2018,12/31/2018,"100 PARK STREET GLENS FALLS, NY 12801 (43.308335, -73.644551)",93.0,93.0,86.0,78.0,88.0,81.0,89.0,77.0,87.0,86.0,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Worse Mortality and Average Payment,Worse Mortality and Lower Payment,Average Complications and Average Payment
330193.0,Flushing Hospital Medical Center,45TH AVENUE AND PARSONS BOULEVARD,Flushing,NY,11355,Queens,(718) 670-5000,588,01/01/2018,12/31/2018,"45TH AVENUE AND PARSONS BOULEVARD FLUSHING, NY 11355 (40.755636, -73.815645)",85.0,86.0,76.0,72.0,82.0,77.0,83.0,73.0,81.0,78.0,No Different Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Worse Mortality and Higher Payment,Average Complications and Higher Payment
330194.0,Maimonides Medical Center,4802 TENTH AVENUE,Brooklyn,NY,11219,Kings,(718) 283-6000,567,01/01/2018,12/31/2018,"4802 TENTH AVENUE BROOKLYN, NY 11219 (40.63908, -73.998668)",83.0,88.0,72.0,70.0,78.0,77.0,79.0,71.0,80.0,79.0,No Different Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,Better Mortality and Average Payment,Better Mortality and Higher Payment,Better Mortality and Higher Payment,Average Complications and Higher Payment
330195.0,Long Island Jewish Medical Center,270 - 05 76TH AVENUE,New Hyde Park,NY,11040,Nassau,(718) 470-7000,572,01/01/2018,12/31/2018,"270 - 05 76TH AVENUE NEW HYDE PARK, NY 11040",90.0,89.0,81.0,77.0,78.0,79.0,85.0,78.0,87.0,86.0,No Different Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Better Mortality and Higher Payment,Average Mortality and Higher Payment,Average Complications and Average Payment
330196.0,Coney Island Hospital,2601 OCEAN PARKWAY,Brooklyn,NY,11235,Kings,(718) 616-3000,560,01/01/2018,12/31/2018,"2601 OCEAN PARKWAY BROOKLYN, NY 11235 (40.58494, -73.966285)",85.0,89.0,75.0,69.0,78.0,79.0,83.0,74.0,81.0,78.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Number of Cases Too Small,Average Mortality and Average Payment,Better Mortality and Average Payment,Average Mortality and Average Payment,Not Available
330197.0,Canton-Potsdam Hospital,50 LEROY STREET,Potsdam,NY,13676,St. Lawrence,(315) 265-3300,485,01/01/2018,12/31/2018,"50 LEROY STREET POTSDAM, NY 13676 (44.676085, -74.981451)",90.0,90.0,85.0,80.0,89.0,81.0,90.0,76.0,86.0,89.0,Less Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Lower Payment,Average Mortality and Lower Payment,Better Mortality and Lower Payment,Average Complications and Lower Payment
330198.0,South Nassau Communities Hospital,ONE HEALTHY WAY,Oceanside,NY,11572,Nassau,(516) 632-3000,1584,01/01/2018,12/31/2018,"ONE HEALTHY WAY OCEANSIDE, NY 11572",89.0,88.0,80.0,74.0,83.0,78.0,85.0,76.0,86.0,87.0,No Different Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Higher Payment,Average Mortality and Higher Payment,Average Complications and Lower Payment
330199.0,Metropolitan Hospital Center,1901 FIRST AVENUE,New York,NY,10029,New York,(212) 423-6262,291,01/01/2018,12/31/2018,"1901 FIRST AVENUE NEW YORK, NY 10029 (40.78472, -73.943636)",86.0,86.0,77.0,69.0,80.0,78.0,89.0,78.0,85.0,84.0,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Average Payment,Number of Cases Too Small,Not Available,Not Available,Average Mortality and Average Payment,Not Available
330201.0,Kingsbrook Jewish Medical Center,585 SCHENECTADY AVENUE,Brooklyn,NY,11203,Kings,(718) 604-5789,454,01/01/2018,12/31/2018,"585 SCHENECTADY AVENUE BROOKLYN, NY 11203 (40.658929, -73.934072)",87.0,90.0,72.0,71.0,81.0,77.0,86.0,78.0,83.0,84.0,No Different Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,Number of Cases Too Small,Average Mortality and Average Payment,Average Mortality and Higher Payment,Average Mortality and Higher Payment,Not Available
330202.0,Kings County Hospital Center,451 CLARKSON AVENUE,Brooklyn,NY,11203,Kings,(718) 245-3901,569,01/01/2018,12/31/2018,"451 CLARKSON AVENUE BROOKLYN, NY 11203 (40.655773, -73.944039)",83.0,89.0,68.0,72.0,74.0,74.0,84.0,74.0,81.0,83.0,Less Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Number of Cases Too Small,Average Mortality and Lower Payment,Average Mortality and Lower Payment,Average Mortality and Average Payment,Not Available
330203.0,Crouse Hospital,736 IRVING AVENUE,Syracuse,NY,13210,Onondaga,(315) 470-7449,1215,01/01/2018,12/31/2018,"736 IRVING AVENUE SYRACUSE, NY 13210 (43.041666, -76.137853)",88.0,89.0,77.0,73.0,85.0,80.0,81.0,71.0,84.0,85.0,Less Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Lower Payment,Average Mortality and Average Payment,Worse Mortality and Lower Payment,Average Complications and Lower Payment
330204.0,Bellevue Hospital Center,462 FIRST AVENUE,New York,NY,10016,New York,(212) 562-4141,884,01/01/2018,12/31/2018,"462 FIRST AVENUE NEW YORK, NY 10016 (40.740079, -73.97625)",87.0,92.0,78.0,71.0,82.0,79.0,82.0,70.0,85.0,85.0,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,Number of Cases Too Small,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Lower Payment,Not Available
330205.0,St Anthony Community Hospital,15 MAPLE AVENUE -19,Warwick,NY,10990,Orange,(845) 986-2276,355,01/01/2018,12/31/2018,"15 MAPLE AVENUE -19 WARWICK, NY 10990 (41.261094, -74.356945)",95.0,92.0,92.0,82.0,90.0,84.0,87.0,84.0,90.0,91.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Average Payment
330208.0,St John'S Riverside Hospital,976 NORTH BROADWAY,Yonkers,NY,10701,Westchester,(914) 964-4444,686,01/01/2018,12/31/2018,"976 NORTH BROADWAY YONKERS, NY 10701 (40.96784, -73.885107)",92.0,91.0,84.0,76.0,84.0,81.0,89.0,80.0,87.0,86.0,No Different Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Higher Payment,Average Mortality and Higher Payment,Average Complications and Average Payment
330211.0,Claxton-Hepburn Medical Center,214 KING STREET,Ogdensburg,NY,13669,St. Lawrence,(315) 393-3600,265,01/01/2018,12/31/2018,"214 KING STREET OGDENSBURG, NY 13669 (44.692091, -75.499934)",93.0,92.0,87.0,81.0,89.0,83.0,87.0,77.0,87.0,84.0,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Complications and Average Payment
330214.0,Nyu Langone Hospitals,550 FIRST AVENUE,New York,NY,10016,New York,(212) 263-7300,3763,01/01/2018,12/31/2018,"550 FIRST AVENUE NEW YORK, NY 10016 (40.74226, -73.974661)",92.0,91.0,85.0,77.0,86.0,81.0,86.0,76.0,89.0,90.0,No Different Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Average Payment,Better Mortality and Higher Payment,Better Mortality and Higher Payment,Average Complications and Lower Payment
330215.0,"Rome Memorial Hospital, Inc",1500 NORTH JAMES STREET,Rome,NY,13440,Oneida,(315) 338-7000,414,01/01/2018,12/31/2018,"1500 NORTH JAMES STREET ROME, NY 13440 (43.228954, -75.444248)",93.0,91.0,85.0,77.0,91.0,82.0,88.0,80.0,87.0,87.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Number of Cases Too Small,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Not Available
330218.0,Oswego Hospital,110 WEST SIXTH STREET,Oswego,NY,13126,Oswego,(315) 349-5511,365,01/01/2018,12/31/2018,"110 WEST SIXTH STREET OSWEGO, NY 13126 (43.454141, -76.516001)",92.0,91.0,85.0,78.0,91.0,82.0,88.0,76.0,87.0,85.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Average Payment
330219.0,Erie County Medical Center,462 GRIDER STREET,Buffalo,NY,14215,Erie,(716) 898-3936,1467,01/01/2018,12/31/2018,"462 GRIDER STREET BUFFALO, NY 14215 (42.927236, -78.829151)",92.0,90.0,85.0,78.0,90.0,81.0,82.0,81.0,88.0,88.0,Number of Cases Too Small,Less Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Average Mortality and Lower Payment,Average Mortality and Average Payment,Average Complications and Average Payment
